valid_time,basin_avg_dis24_m3s
3/17/1986,54.47199
3/18/1986,60.44565
3/19/1986,58.943275
3/20/1986,54.93556
3/21/1986,61.566654
3/22/1986,75.36059
3/23/1986,79.20558
3/24/1986,74.39702
3/25/1986,67.18771
3/26/1986,58.271698
3/27/1986,49.280655
3/28/1986,41.78303
3/29/1986,34.808075
3/30/1986,30.176598
3/31/1986,26.586033
4/1/1986,22.938148
4/2/1986,19.85978
4/3/1986,17.301922
4/4/1986,15.152148
4/5/1986,13.320758
4/6/1986,11.748543
4/7/1986,10.414778
4/8/1986,9.278713
4/9/1986,8.342023
4/10/1986,7.634013
4/11/1986,7.3470964
4/12/1986,7.4913645
4/13/1986,7.933452
4/14/1986,10.348122
4/15/1986,15.018998
4/16/1986,17.81347
4/17/1986,17.29593
4/18/1986,15.906682
4/19/1986,14.495358
4/20/1986,13.115015
4/21/1986,12.061745
4/22/1986,12.44878
4/23/1986,14.249784
4/24/1986,15.127159
4/25/1986,14.546146
4/26/1986,13.396319
4/27/1986,12.297711
4/28/1986,11.348176
4/29/1986,10.534002
4/30/1986,9.809855
5/1/1986,9.19824
5/2/1986,8.648424
5/3/1986,8.108322
5/4/1986,7.619171
5/5/1986,7.341537
5/6/1986,7.1280227
5/7/1986,6.803001
5/8/1986,6.4739313
5/9/1986,6.2180486
5/10/1986,6.0073404
5/11/1986,5.845639
5/12/1986,5.857945
5/13/1986,6.279091
5/14/1986,7.5216427
5/15/1986,9.704069
5/16/1986,11.575345
5/17/1986,11.510848
5/18/1986,10.707523
5/19/1986,10.130236
5/20/1986,11.761497
5/21/1986,16.80694
5/22/1986,20.109617
5/23/1986,20.323511
5/24/1986,19.221395
5/25/1986,17.88207
5/26/1986,16.398586
5/27/1986,15.249568
5/28/1986,15.867714
5/29/1986,18.890814
5/30/1986,23.574806
5/31/1986,28.151123
6/1/1986,30.72744
6/2/1986,30.894
6/3/1986,29.227709
6/4/1986,26.59796
6/5/1986,23.993956
6/6/1986,22.073671
6/7/1986,20.754858
6/8/1986,19.534327
6/9/1986,18.598932
6/10/1986,18.220423
6/11/1986,18.622355
6/12/1986,19.886929
6/13/1986,21.071081
6/14/1986,21.026176
6/15/1986,19.820057
6/16/1986,18.154144
6/17/1986,16.543987
6/18/1986,15.289076
6/19/1986,14.343318
6/20/1986,13.46087
6/21/1986,12.557643
6/22/1986,11.733646
6/23/1986,11.01209
6/24/1986,10.344667
6/25/1986,9.721719
6/26/1986,9.160999
6/27/1986,8.795337
6/28/1986,8.609509
6/29/1986,8.483107
6/30/1986,9.086896
7/1/1986,12.462651
7/2/1986,15.340026
7/3/1986,16.11005
7/4/1986,16.204662
7/5/1986,16.141407
7/6/1986,15.788483
7/7/1986,15.339378
7/8/1986,14.937068
7/9/1986,14.59267
7/10/1986,13.941979
7/11/1986,13.019106
7/12/1986,12.075724
7/13/1986,11.19824
7/14/1986,10.427893
7/15/1986,9.751889
7/16/1986,9.263224
7/17/1986,9.342833
7/18/1986,10.205905
7/19/1986,12.498543
7/20/1986,15.57378
7/21/1986,17.02615
7/22/1986,16.566008
7/23/1986,15.532275
7/24/1986,14.7153225
7/25/1986,14.274072
7/26/1986,13.9623
7/27/1986,13.545688
7/28/1986,12.919527
7/29/1986,12.199644
7/30/1986,11.624622
7/31/1986,11.147237
8/1/1986,10.653659
8/2/1986,10.133447
8/3/1986,9.708442
8/4/1986,9.504398
8/5/1986,9.395752
8/6/1986,9.060287
8/7/1986,8.506234
8/8/1986,8.072593
8/9/1986,7.804566
8/10/1986,7.6082954
8/11/1986,7.530818
8/12/1986,7.7570705
8/13/1986,8.666235
8/14/1986,10.108322
8/15/1986,11.240744
8/16/1986,11.849471
8/17/1986,11.893945
8/18/1986,11.851009
8/19/1986,11.955581
8/20/1986,12.166369
8/21/1986,11.927137
8/22/1986,11.295607
8/23/1986,10.806563
8/24/1986,10.402094
8/25/1986,9.890868
8/26/1986,9.347123
8/27/1986,8.842589
8/28/1986,8.464432
8/29/1986,8.576749
8/30/1986,9.304944
8/31/1986,10.229301
9/1/1986,10.861102
9/2/1986,11.077693
9/3/1986,11.102467
9/4/1986,11.276743
9/5/1986,11.943086
9/6/1986,13.880829
9/7/1986,16.603384
9/8/1986,18.203476
9/9/1986,17.955582
9/10/1986,16.571865
9/11/1986,15.089783
9/12/1986,13.765706
9/13/1986,12.848122
9/14/1986,13.58981
9/15/1986,15.249136
9/16/1986,15.409272
9/17/1986,14.522696
9/18/1986,13.266219
9/19/1986,12.390598
9/20/1986,12.205095
9/21/1986,12.423117
9/22/1986,12.5795555
9/23/1986,12.383339
9/24/1986,11.835816
9/25/1986,11.163213
9/26/1986,10.509985
9/27/1986,9.992255
9/28/1986,9.618631
9/29/1986,9.352818
9/30/1986,8.988531
10/1/1986,8.543502
10/2/1986,8.24239
10/3/1986,8.031196
10/4/1986,7.826263
10/5/1986,7.6171203
10/6/1986,7.3763494
10/7/1986,7.1027093
10/8/1986,6.9167476
10/9/1986,6.935935
10/10/1986,7.8900313
10/11/1986,10.861048
10/12/1986,13.627618
10/13/1986,15.47215
10/14/1986,18.307886
10/15/1986,22.83606
10/16/1986,27.355112
10/17/1986,28.706903
10/18/1986,27.407248
10/19/1986,24.831606
10/20/1986,22.00008
10/21/1986,19.409353
10/22/1986,17.189821
10/23/1986,15.328935
10/24/1986,13.765301
10/25/1986,15.8801
10/26/1986,29.317303
10/27/1986,38.97787
10/28/1986,41.00591
10/29/1986,41.66672
10/30/1986,40.380642
10/31/1986,37.150665
11/1/1986,32.60692
11/2/1986,27.960653
11/3/1986,23.967266
11/4/1986,20.74239
11/5/1986,18.150934
11/6/1986,16.223337
11/7/1986,15.683749
11/8/1986,15.95102
11/9/1986,16.695568
11/10/1986,18.492956
11/11/1986,20.85665
11/12/1986,22.99741
11/13/1986,29.520967
11/14/1986,37.717995
11/15/1986,39.35819
11/16/1986,37.071323
11/17/1986,33.429916
11/18/1986,30.333334
11/19/1986,30.641867
11/20/1986,32.207928
11/21/1986,31.434559
11/22/1986,32.786972
11/23/1986,37.310448
11/24/1986,40.89813
11/25/1986,42.963432
11/26/1986,47.557884
11/27/1986,64.36491
11/28/1986,78.084114
11/29/1986,86.15223
11/30/1986,91.96155
12/1/1986,94.98667
12/2/1986,94.22231
12/3/1986,90.6376
12/4/1986,81.61232
12/5/1986,70.87783
12/6/1986,61.905495
12/7/1986,55.048466
12/8/1986,48.669067
12/9/1986,42.48864
12/10/1986,37.378185
12/11/1986,36.613503
12/12/1986,51.413025
12/13/1986,72.073135
12/14/1986,82.32742
12/15/1986,83.89189
12/16/1986,79.2358
12/17/1986,76.57256
12/18/1986,75.51608
12/19/1986,71.10114
12/20/1986,68.43227
12/21/1986,68.88283
12/22/1986,65.70067
12/23/1986,61.39478
12/24/1986,76.92498
12/25/1986,121.23934
12/26/1986,147.67033
12/27/1986,147.6527
12/28/1986,140.70663
12/29/1986,128.23332
12/30/1986,112.92525
12/31/1986,96.436714
1/1/1987,80.85716
1/2/1987,67.70221
1/3/1987,57.625946
1/4/1987,50.563797
1/5/1987,53.91637
1/6/1987,76.19886
1/7/1987,89.79264
1/8/1987,84.45245
1/9/1987,74.80624
1/10/1987,65.98464
1/11/1987,59.294743
1/12/1987,54.4212
1/13/1987,49.489746
1/14/1987,44.572216
1/15/1987,40.639034
1/16/1987,41.042774
1/17/1987,44.164806
1/18/1987,50.728466
1/19/1987,68.722824
1/20/1987,115.1498
1/21/1987,149.62448
1/22/1987,163.69736
1/23/1987,197.9598
1/24/1987,198.36632
1/25/1987,181.46675
1/26/1987,164.42995
1/27/1987,157.37613
1/28/1987,149.94603
1/29/1987,135.66608
1/30/1987,123.31136
1/31/1987,112.430916
2/1/1987,99.118256
2/2/1987,88.90997
2/3/1987,78.09261
2/4/1987,69.72145
2/5/1987,68.231544
2/6/1987,65.92584
2/7/1987,64.290695
2/8/1987,69.50453
2/9/1987,79.56952
2/10/1987,84.38785
2/11/1987,79.75556
2/12/1987,71.64837
2/13/1987,62.652527
2/14/1987,54.01873
2/15/1987,46.38045
2/16/1987,45.746166
2/17/1987,63.08382
2/18/1987,78.87888
2/19/1987,86.50831
2/20/1987,86.96573
2/21/1987,82.79307
2/22/1987,83.309425
2/23/1987,93.363556
2/24/1987,105.948296
2/25/1987,110.35795
2/26/1987,107.36728
2/27/1987,107.26624
2/28/1987,135.4545
3/1/1987,205.09888
3/2/1987,265.33533
3/3/1987,286.01877
3/4/1987,273.06573
3/5/1987,236.725
3/6/1987,198.75
3/7/1987,168.26064
3/8/1987,146.96309
3/9/1987,137.67508
3/10/1987,142.24481
3/11/1987,135.24666
3/12/1987,121.70455
3/13/1987,109.24735
3/14/1987,100.832306
3/15/1987,90.57869
3/16/1987,79.3152
3/17/1987,69.70202
3/18/1987,61.62716
3/19/1987,70.80505
3/20/1987,109.96384
3/21/1987,136.73817
3/22/1987,132.1502
3/23/1987,121.93448
3/24/1987,112.33603
3/25/1987,104.38083
3/26/1987,103.85762
3/27/1987,102.61501
3/28/1987,96.992065
3/29/1987,89.54749
3/30/1987,81.611565
3/31/1987,75.012146
4/1/1987,69.62165
4/2/1987,66.07988
4/3/1987,62.861614
4/4/1987,58.273693
4/5/1987,57.91154
4/6/1987,60.389412
4/7/1987,57.747032
4/8/1987,51.971447
4/9/1987,45.93901
4/10/1987,39.989693
4/11/1987,35.051437
4/12/1987,31.324429
4/13/1987,27.719883
4/14/1987,24.867767
4/15/1987,23.823833
4/16/1987,25.652365
4/17/1987,27.800465
4/18/1987,28.429081
4/19/1987,28.063904
4/20/1987,26.349579
4/21/1987,24.228086
4/22/1987,22.14103
4/23/1987,20.016191
4/24/1987,17.854221
4/25/1987,15.843426
4/26/1987,14.058938
4/27/1987,12.53017
4/28/1987,11.231704
4/29/1987,10.126025
4/30/1987,9.216699
5/1/1987,8.498543
5/2/1987,7.91073
5/3/1987,7.4287024
5/4/1987,7.0399933
5/5/1987,6.880235
5/6/1987,7.8424006
5/7/1987,10.838137
5/8/1987,15.132124
5/9/1987,18.584736
5/10/1987,20.337328
5/11/1987,21.055916
5/12/1987,22.203098
5/13/1987,24.49903
5/14/1987,27.03465
5/15/1987,29.801706
5/16/1987,33.579987
5/17/1987,35.9579
5/18/1987,36.746655
5/19/1987,37.308884
5/20/1987,37.691063
5/21/1987,36.571568
5/22/1987,33.92989
5/23/1987,31.14945
5/24/1987,29.939228
5/25/1987,30.547064
5/26/1987,31.26657
5/27/1987,31.287025
5/28/1987,30.289993
5/29/1987,28.175734
5/30/1987,25.702612
5/31/1987,23.375486
6/1/1987,21.19484
6/2/1987,19.083063
6/3/1987,17.087597
6/4/1987,15.305646
6/5/1987,13.86685
6/6/1987,12.894376
6/7/1987,12.242876
6/8/1987,11.536756
6/9/1987,10.740636
6/10/1987,9.926273
6/11/1987,9.139113
6/12/1987,8.535784
6/13/1987,8.416558
6/14/1987,9.635768
6/15/1987,15.597852
6/16/1987,26.274746
6/17/1987,35.761684
6/18/1987,39.45488
6/19/1987,39.32278
6/20/1987,38.332714
6/21/1987,37.729115
6/22/1987,37.17568
6/23/1987,36.55934
6/24/1987,35.352142
6/25/1987,33.088783
6/26/1987,31.578745
6/27/1987,30.754292
6/28/1987,30.180456
6/29/1987,29.464514
6/30/1987,27.665155
7/1/1987,25.281519
7/2/1987,23.470072
7/3/1987,22.92927
7/4/1987,22.979328
7/5/1987,24.016462
7/6/1987,25.966969
7/7/1987,27.449455
7/8/1987,28.034029
7/9/1987,28.535297
7/10/1987,28.702505
7/11/1987,27.786592
7/12/1987,25.903929
7/13/1987,23.75313
7/14/1987,21.596664
7/15/1987,19.538645
7/16/1987,17.803082
7/17/1987,16.254398
7/18/1987,14.693923
7/19/1987,13.155359
7/20/1987,11.776852
7/21/1987,10.6480465
7/22/1987,10.023181
7/23/1987,10.269916
7/24/1987,10.893755
7/25/1987,11.213973
7/26/1987,11.337274
7/27/1987,11.449347
7/28/1987,11.453179
7/29/1987,11.260957
7/30/1987,11.171794
7/31/1987,11.20496
8/1/1987,11.281979
8/2/1987,11.361372
8/3/1987,11.381261
8/4/1987,11.754857
8/5/1987,13.543016
8/6/1987,16.991148
8/7/1987,22.30678
8/8/1987,29.581633
8/9/1987,34.94546
8/10/1987,35.122463
8/11/1987,32.564148
8/12/1987,30.21991
8/13/1987,31.577423
8/14/1987,40.927544
8/15/1987,53.57802
8/16/1987,61.089108
8/17/1987,62.201263
8/18/1987,58.958416
8/19/1987,53.68777
8/20/1987,48.75483
8/21/1987,44.74784
8/22/1987,40.427166
8/23/1987,35.787727
8/24/1987,31.558046
8/25/1987,27.857
8/26/1987,24.70075
8/27/1987,22.022804
8/28/1987,19.844694
8/29/1987,18.27248
8/30/1987,17.266165
8/31/1987,16.613289
9/1/1987,15.784704
9/2/1987,14.978573
9/3/1987,14.482135
9/4/1987,13.761497
9/5/1987,12.832362
9/6/1987,11.91135
9/7/1987,11.079528
9/8/1987,10.377969
9/9/1987,9.861831
9/10/1987,9.60109
9/11/1987,9.477197
9/12/1987,9.404119
9/13/1987,9.757934
9/14/1987,10.655333
9/15/1987,11.988275
9/16/1987,12.930861
9/17/1987,12.722919
9/18/1987,11.895604
9/19/1987,11.298751
9/20/1987,11.50676
9/21/1987,12.788213
9/22/1987,13.914791
9/23/1987,13.823362
9/24/1987,13.0282
9/25/1987,12.105003
9/26/1987,11.252982
9/27/1987,10.485333
9/28/1987,9.788428
9/29/1987,9.175896
9/30/1987,8.866527
10/1/1987,8.731568
10/2/1987,8.606366
10/3/1987,8.3803835
10/4/1987,8.017096
10/5/1987,7.614111
10/6/1987,7.24579
10/7/1987,6.9130507
10/8/1987,6.6165805
10/9/1987,6.3638005
10/10/1987,6.1515
10/11/1987,5.9680486
10/12/1987,5.7994385
10/13/1987,5.6449156
10/14/1987,5.5188904
10/15/1987,5.421254
10/16/1987,5.3426437
10/17/1987,5.275124
10/18/1987,5.213461
10/19/1987,5.156871
10/20/1987,5.107432
10/21/1987,5.070326
10/22/1987,5.0243683
10/23/1987,4.9903927
10/24/1987,4.9758205
10/25/1987,4.975281
10/26/1987,4.9735
10/27/1987,4.988288
10/28/1987,5.1490717
10/29/1987,5.61909
10/30/1987,6.097042
10/31/1987,6.194732
11/1/1987,6.1727114
11/2/1987,6.260336
11/3/1987,6.20129
11/4/1987,5.965377
11/5/1987,5.822053
11/6/1987,5.7633853
11/7/1987,5.6912513
11/8/1987,5.6052732
11/9/1987,5.533112
11/10/1987,6.00143
11/11/1987,8.08425
11/12/1987,10.81814
11/13/1987,11.969586
11/14/1987,12.333765
11/15/1987,11.801382
11/16/1987,11.109726
11/17/1987,10.5654955
11/18/1987,12.329258
11/19/1987,16.838947
11/20/1987,20.345774
11/21/1987,21.776123
11/22/1987,21.685043
11/23/1987,20.691494
11/24/1987,19.095045
11/25/1987,17.08765
11/26/1987,15.086976
11/27/1987,13.378805
11/28/1987,12.161405
11/29/1987,11.426841
11/30/1987,11.315307
12/1/1987,11.729518
12/2/1987,12.24104
12/3/1987,12.807696
12/4/1987,12.436177
12/5/1987,11.274476
12/6/1987,10.054674
12/7/1987,9.009094
12/8/1987,8.406034
12/9/1987,8.67765
12/10/1987,9.686367
12/11/1987,10.408274
12/12/1987,10.340647
12/13/1987,9.955392
12/14/1987,9.635498
12/15/1987,9.445542
12/16/1987,9.473661
12/17/1987,9.794608
12/18/1987,10.138736
12/19/1987,10.212948
12/20/1987,10.181779
12/21/1987,10.267163
12/22/1987,10.875648
12/23/1987,14.698402
12/24/1987,20.874596
12/25/1987,23.818977
12/26/1987,22.986292
12/27/1987,21.44465
12/28/1987,20.457335
12/29/1987,20.676624
12/30/1987,21.829718
12/31/1987,22.190739
1/1/1988,21.885038
1/2/1988,21.629614
1/3/1988,21.352116
1/4/1988,21.522371
1/5/1988,21.501646
1/6/1988,20.391327
1/7/1988,18.79504
1/8/1988,17.366661
1/9/1988,16.94279
1/10/1988,16.935665
1/11/1988,16.566574
1/12/1988,15.600604
1/13/1988,14.225226
1/14/1988,12.942168
1/15/1988,12.262737
1/16/1988,12.187257
1/17/1988,12.592859
1/18/1988,13.985913
1/19/1988,17.272587
1/20/1988,24.17012
1/21/1988,40.68707
1/22/1988,57.70445
1/23/1988,61.70299
1/24/1988,62.00051
1/25/1988,60.684963
1/26/1988,56.497543
1/27/1988,53.92201
1/28/1988,50.060772
1/29/1988,44.172497
1/30/1988,38.46033
1/31/1988,33.58792
2/1/1988,29.422173
2/2/1988,26.049978
2/3/1988,23.76862
2/4/1988,22.989906
2/5/1988,24.757664
2/6/1988,30.36167
2/7/1988,35.467777
2/8/1988,37.384663
2/9/1988,36.040535
2/10/1988,32.91186
2/11/1988,29.268944
2/12/1988,25.766516
2/13/1988,24.146427
2/14/1988,24.317951
2/15/1988,23.813848
2/16/1988,23.40625
2/17/1988,27.529793
2/18/1988,33.078747
2/19/1988,42.146965
2/20/1988,54.641136
2/21/1988,61.89065
2/22/1988,60.67271
2/23/1988,55.88234
2/24/1988,50.624516
2/25/1988,45.49374
2/26/1988,40.765114
2/27/1988,36.31833
2/28/1988,31.980679
2/29/1988,28.125917
3/1/1988,24.911108
3/2/1988,22.117714
3/3/1988,19.624947
3/4/1988,19.398964
3/5/1988,26.036053
3/6/1988,34.27785
3/7/1988,37.683884
3/8/1988,37.977924
3/9/1988,36.90976
3/10/1988,38.9932
3/11/1988,48.191116
3/12/1988,51.608864
3/13/1988,49.923954
3/14/1988,47.493416
3/15/1988,45.3628
3/16/1988,42.491688
3/17/1988,39.0625
3/18/1988,35.229923
3/19/1988,32.670986
3/20/1988,36.70272
3/21/1988,41.09699
3/22/1988,39.83479
3/23/1988,35.931023
3/24/1988,32.05721
3/25/1988,28.83819
3/26/1988,26.704718
3/27/1988,29.668285
3/28/1988,39.032005
3/29/1988,46.115555
3/30/1988,46.095425
3/31/1988,43.6291
4/1/1988,41.853897
4/2/1988,46.640003
4/3/1988,70.04323
4/4/1988,116.61442
4/5/1988,139.59488
4/6/1988,133.21875
4/7/1988,120.98845
4/8/1988,112.76862
4/9/1988,103.19937
4/10/1988,92.99995
4/11/1988,82.2853
4/12/1988,71.52154
4/13/1988,62.621223
4/14/1988,56.34936
4/15/1988,53.18669
4/16/1988,52.00777
4/17/1988,48.449753
4/18/1988,44.04814
4/19/1988,40.67687
4/20/1988,42.55597
4/21/1988,45.711033
4/22/1988,45.63655
4/23/1988,43.12948
4/24/1988,39.888115
4/25/1988,36.86658
4/26/1988,34.477818
4/27/1988,32.789185
4/28/1988,31.11685
4/29/1988,28.81412
4/30/1988,26.16548
5/1/1988,23.641245
5/2/1988,21.36631
5/3/1988,19.155926
5/4/1988,17.02148
5/5/1988,14.982027
5/6/1988,13.127159
5/7/1988,11.595045
5/8/1988,10.358862
5/9/1988,9.373813
5/10/1988,8.622409
5/11/1988,8.060179
5/12/1988,7.7064443
5/13/1988,7.599687
5/14/1988,7.500324
5/15/1988,7.3639355
5/16/1988,7.281088
5/17/1988,7.17147
5/18/1988,6.967293
5/19/1988,6.6988883
5/20/1988,6.4175844
5/21/1988,6.1685557
5/22/1988,5.9656734
5/23/1988,6.146697
5/24/1988,8.789993
5/25/1988,13.214918
5/26/1988,17.38002
5/27/1988,19.547388
5/28/1988,19.666828
5/29/1988,18.554243
5/30/1988,16.938148
5/31/1988,15.378239
6/1/1988,14.0458765
6/2/1988,12.845801
6/3/1988,11.697269
6/4/1988,10.702451
6/5/1988,10.070596
6/6/1988,10.842725
6/7/1988,13.325777
6/8/1988,15.351846
6/9/1988,16.046633
6/10/1988,15.517541
6/11/1988,14.370466
6/12/1988,13.229545
6/13/1988,12.190739
6/14/1988,11.160082
6/15/1988,10.187824
6/16/1988,9.338461
6/17/1988,8.615825
6/18/1988,7.996708
6/19/1988,7.46929
6/20/1988,7.0612044
6/21/1988,6.7801166
6/22/1988,6.5398316
6/23/1988,6.2997084
6/24/1988,6.2163215
6/25/1988,6.3235645
6/26/1988,6.434046
6/27/1988,6.450507
6/28/1988,6.349795
6/29/1988,6.1844773
6/30/1988,6.0013494
7/1/1988,5.8201103
7/2/1988,5.7416883
7/3/1988,5.8741903
7/4/1988,6.3854165
7/5/1988,7.393027
7/6/1988,9.819139
7/7/1988,14.810773
7/8/1988,20.016462
7/9/1988,21.238071
7/10/1988,19.615042
7/11/1988,18.005531
7/12/1988,18.302084
7/13/1988,20.42881
7/14/1988,21.993011
7/15/1988,21.315685
7/16/1988,19.398342
7/17/1988,17.552137
7/18/1988,16.691385
7/19/1988,17.660109
7/20/1988,20.041073
7/21/1988,21.77202
7/22/1988,21.659624
7/23/1988,21.97655
7/24/1988,24.63423
7/25/1988,26.864124
7/26/1988,26.382717
7/27/1988,24.538967
7/28/1988,23.244522
7/29/1988,22.68348
7/30/1988,22.328205
7/31/1988,21.069462
8/1/1988,19.14246
8/2/1988,17.29037
8/3/1988,15.819759
8/4/1988,14.909327
8/5/1988,14.520806
8/6/1988,14.737289
8/7/1988,15.607324
8/8/1988,17.160864
8/9/1988,20.96705
8/10/1988,26.904064
8/11/1988,31.64964
8/12/1988,33.26201
8/13/1988,32.07702
8/14/1988,30.924952
8/15/1988,30.091726
8/16/1988,28.545147
8/17/1988,26.945002
8/18/1988,26.159624
8/19/1988,25.552975
8/20/1988,24.54647
8/21/1988,23.524368
8/22/1988,23.847853
8/23/1988,26.16602
8/24/1988,29.053352
8/25/1988,30.493443
8/26/1988,30.234564
8/27/1988,28.936205
8/28/1988,26.787834
8/29/1988,24.326694
8/30/1988,21.958818
8/31/1988,19.947754
9/1/1988,18.844532
9/2/1988,19.027796
9/3/1988,20.658922
9/4/1988,24.388575
9/5/1988,51.249405
9/6/1988,136.5251
9/7/1988,147.94263
9/8/1988,127.60195
9/9/1988,106.84491
9/10/1988,89.636116
9/11/1988,78.61385
9/12/1988,77.060745
9/13/1988,82.19633
9/14/1988,80.85924
9/15/1988,73.32856
9/16/1988,65.59912
9/17/1988,66.84054
9/18/1988,79.55292
9/19/1988,89.532005
9/20/1988,88.705475
9/21/1988,83.46176
9/22/1988,77.758545
9/23/1988,69.55049
9/24/1988,59.92228
9/25/1988,51.334076
9/26/1988,44.478653
9/27/1988,38.96868
9/28/1988,34.66776
9/29/1988,31.249784
9/30/1988,28.882826
10/1/1988,28.598095
10/2/1988,29.711206
10/3/1988,34.560623
10/4/1988,45.598026
10/5/1988,55.005344
10/6/1988,57.091846
10/7/1988,53.86163
10/8/1988,48.545418
10/9/1988,42.85982
10/10/1988,37.638885
10/11/1988,33.281345
10/12/1988,30.091469
10/13/1988,27.259512
10/14/1988,24.245844
10/15/1988,21.416842
10/16/1988,18.892258
10/17/1988,16.638075
10/18/1988,14.739422
10/19/1988,13.197957
10/20/1988,11.924061
10/21/1988,10.851522
10/22/1988,10.074225
10/23/1988,9.925073
10/24/1988,10.649949
10/25/1988,12.060018
10/26/1988,13.457523
10/27/1988,13.571379
10/28/1988,12.607
10/29/1988,11.569718
10/30/1988,10.839499
10/31/1988,10.410217
11/1/1988,10.171065
11/2/1988,10.199805
11/3/1988,10.757583
11/4/1988,11.625972
11/5/1988,11.988801
11/6/1988,11.87249
11/7/1988,12.552596
11/8/1988,14.32146
11/9/1988,15.890193
11/10/1988,16.061907
11/11/1988,15.253805
11/12/1988,14.590282
11/13/1988,14.111642
11/14/1988,13.798453
11/15/1988,14.050343
11/16/1988,15.381234
11/17/1988,16.853437
11/18/1988,17.401447
11/19/1988,17.250566
11/20/1988,16.498705
11/21/1988,16.67719
11/22/1988,20.39192
11/23/1988,26.540668
11/24/1988,29.85395
11/25/1988,30.518
11/26/1988,29.05721
11/27/1988,25.724821
11/28/1988,25.02982
11/29/1988,30.518188
11/30/1988,38.10352
12/1/1988,42.316628
12/2/1988,40.75796
12/3/1988,36.758907
12/4/1988,32.271236
12/5/1988,27.491041
12/6/1988,23.301462
12/7/1988,20.272533
12/8/1988,17.650448
12/9/1988,15.406735
12/10/1988,13.593156
12/11/1988,12.126133
12/12/1988,11.74668
12/13/1988,13.959413
12/14/1988,16.763277
12/15/1988,18.38412
12/16/1988,18.218966
12/17/1988,17.263844
12/18/1988,17.292934
12/19/1988,17.905224
12/20/1988,17.602736
12/21/1988,16.425518
12/22/1988,15.047496
12/23/1988,13.795742
12/24/1988,12.887467
12/25/1988,15.043691
12/26/1988,19.96222
12/27/1988,26.120089
12/28/1988,28.719019
12/29/1988,30.068438
12/30/1988,29.974443
12/31/1988,28.459791
1/1/1989,28.991203
1/2/1989,38.976658
1/3/1989,50.05292
1/4/1989,53.445217
1/5/1989,51.572594
1/6/1989,49.662888
1/7/1989,45.3801
1/8/1989,40.446487
1/9/1989,36.06199
1/10/1989,33.010254
1/11/1989,31.51379
1/12/1989,33.524532
1/13/1989,36.175735
1/14/1989,36.551544
1/15/1989,36.03055
1/16/1989,37.621384
1/17/1989,42.792046
1/18/1989,48.01603
1/19/1989,48.639896
1/20/1989,45.70051
1/21/1989,41.842617
1/22/1989,39.080635
1/23/1989,36.877213
1/24/1989,33.625595
1/25/1989,30.118793
1/26/1989,26.655819
1/27/1989,23.626026
1/28/1989,21.048252
1/29/1989,18.781681
1/30/1989,16.795553
1/31/1989,15.155818
2/1/1989,13.974417
2/2/1989,13.305106
2/3/1989,13.117336
2/4/1989,13.533787
2/5/1989,13.399287
2/6/1989,12.740177
2/7/1989,11.896697
2/8/1989,11.12446
2/9/1989,10.624406
2/10/1989,10.255451
2/11/1989,9.920067
2/12/1989,9.622895
2/13/1989,9.438148
2/14/1989,9.387954
2/15/1989,9.500432
2/16/1989,9.756315
2/17/1989,9.910244
2/18/1989,9.756476
2/19/1989,9.372679
2/20/1989,9.081013
2/21/1989,9.281142
2/22/1989,11.76155
2/23/1989,19.413645
2/24/1989,30.404955
2/25/1989,39.009068
2/26/1989,41.766083
2/27/1989,39.253075
2/28/1989,34.422604
3/1/1989,29.495358
3/2/1989,27.612478
3/3/1989,30.357243
3/4/1989,36.575397
3/5/1989,45.23532
3/6/1989,53.168827
3/7/1989,67.493904
3/8/1989,76.51884
3/9/1989,76.76382
3/10/1989,75.38866
3/11/1989,69.82243
3/12/1989,61.002968
3/13/1989,52.656357
3/14/1989,44.656788
3/15/1989,37.618954
3/16/1989,32.296684
3/17/1989,28.584791
3/18/1989,25.779037
3/19/1989,22.37079
3/20/1989,18.934694
3/21/1989,17.61426
3/22/1989,17.695704
3/23/1989,31.585493
3/24/1989,58.671577
3/25/1989,88.72258
3/26/1989,106.79766
3/27/1989,103.51803
3/28/1989,94.18464
3/29/1989,84.43696
3/30/1989,74.98791
3/31/1989,69.19603
4/1/1989,66.22614
4/2/1989,62.535297
4/3/1989,57.456173
4/4/1989,51.93491
4/5/1989,46.794365
4/6/1989,47.73818
4/7/1989,59.0951
4/8/1989,66.832634
4/9/1989,70.032005
4/10/1989,72.505394
4/11/1989,84.87651
4/12/1989,94.12948
4/13/1989,91.04015
4/14/1989,82.12818
4/15/1989,71.60244
4/16/1989,60.49525
4/17/1989,51.095154
4/18/1989,45.414562
4/19/1989,40.54059
4/20/1989,35.269646
4/21/1989,32.76905
4/22/1989,30.6087
4/23/1989,28.170013
4/24/1989,25.409327
4/25/1989,22.645672
4/26/1989,20.094505
4/27/1989,17.764734
4/28/1989,15.738234
4/29/1989,14.051003
4/30/1989,12.945758
5/1/1989,12.738126
5/2/1989,13.073834
5/3/1989,13.714324
5/4/1989,14.256261
5/5/1989,14.51155
5/6/1989,16.37948
5/7/1989,26.722853
5/8/1989,41.474472
5/9/1989,52.187122
5/10/1989,56.84456
5/11/1989,53.308777
5/12/1989,47.36933
5/13/1989,42.578854
5/14/1989,37.523045
5/15/1989,33.12608
5/16/1989,32.0367
5/17/1989,34.29814
5/18/1989,35.25529
5/19/1989,33.095802
